description,assigned_team
"Urgent. Good morning, Things are crawling and timing out, was fine yesterday. Let me know what's needed.",Network
"Problem. Hey, Permission error opening the drive, I had access last week. When can this be fixed?",Security
"the meeting invite. Hi, The meeting invite shows duplicate appointments. This is blocking my work.",Email & Collaboration
Request: the office WiFi. The office wifi has very high latency. Please advise.,Network
"Urgent: the corporate firewall. Hey, Site-to-site tunnel between HQ and the warehouse is down. This is blocking my work.",Network
"Hello, Received an odd message with a link, can someone check it.",Security
"Question. Hey, Remote access isn't working, I can't reach anything internal. Please advise.",Network
Question. It says my account is locked and I can't get in. Appreciate any help.,Identity & Access
"Question about the connection pool. Hi, Restoring the staging DB from yesterday's dump for a test, can you assist. Can you take a look?",Database
Question. From home I can't connect to any internal systems at all.,Network
"my account. Good morning, Offboarding: please disable all access for an employee who left today. Please advise.",Identity & Access
"Request: my security group membership. Hey, I need to be added to the 'Project-Atlas' security group to see the files.",Identity & Access
"DNS resolution. Hi, Cannot reach internal servers from the 4th floor since this morning. When can this be fixed?",Network
"Urgent: the management policy. Good morning, Please push the standard software bundle to my freshly imaged laptop. Also, the management policy removed an app I need for work. Let me know what's needed.",Endpoint Management
"Help needed — the docking station. Hi, My laptop fell and the screen is now cracked, need a replacement. Thanks in advance.",Hardware
"Issue with the guest network. Hi team, The guest network loses packets intermittently. Please advise.",Network
"Urgent: the softphone app. Hi, Need my desk phone calls forwarded to my mobile while I travel next week. Also, the softphone app needs to be forwarded to my mobile. Let me know what's needed.",Telephony
"my mailbox quota. Need a new shared mailbox created for the support team. Also, my mailbox quota shows duplicate appointments. Can you take a look?",Email & Collaboration
"Question about my security group membership. Hi, My security group membership should be disabled, the person left. This is blocking my work.",Identity & Access
"Not working. Hello, Getting an unexpected error and I can't continue with my task. Can you take a look?",Applications
"Help needed. Hi, The audio is terrible on calls, lots of echo and cutting out. Please advise.",Telephony
"Help needed — the MFA app. Hi, The mfa app needs admin rights for the deployment tool. Let me know what's needed.",Identity & Access
"Question. Hi, This email seems fishy and wants my credentials, what do I do. When can this be fixed?",Email & Collaboration
"the accounting software. Hi team, The accounting software shows the wrong totals on the report. Also, the accounting software needs to be installed on my new laptop. When can this be fixed?",Applications
"Question about the docking station. Hey, Need the SSD upgraded, I'm constantly out of disk space on this machine. Also, the docking station makes a clicking noise on startup. Can you take a look?",Hardware
"Question. Hi team, It says my account is locked and I can't get in. This is blocking my work.",Email & Collaboration
"the hunt group. Hi, The hunt group won't let me access voicemail. Appreciate any help.",Telephony
"Not working. Hi team, The audio is terrible on calls, lots of echo and cutting out. Let me know what's needed.",Telephony
"Hi, My laptop won't turn on this morning, nothing happens at all. This is blocking my work.",Endpoint Management
"Help needed — the CI/CD runner. Hi team, The ci/cd runner is running at 100% CPU. Also, the CI/CD runner needs a new node pool added. Appreciate any help.",Cloud & Infrastructure
"the office WiFi. Hey, Site-to-site tunnel between HQ and the warehouse is down. Appreciate any help.",Network
"Problem. Hi team, It says access denied when I try to open the team folder. Let me know what's needed.",Identity & Access
"Urgent: the guest network. Hi, Port on the wall jack at desk B-12 seems dead, no link light. Also, the guest network has very high latency. This is blocking my work.",Network
"Request: the docking station. Hello, My laptop fell and the screen is now cracked, need a replacement. Also, the docking station won't charge past 1%.",Hardware
"Urgent. Hi team, My laptop won't turn on this morning, nothing happens at all. Let me know what's needed.",Hardware
"Hello, It keeps failing with an error message I don't understand. Please advise.",Database
"Urgent. Hi, Things are crawling and timing out, was fine yesterday. Let me know what's needed.",Database
"my laptop. Hi team, My laptop makes a clicking noise on startup. This is blocking my work.",Hardware
"Issue. Hello, Can't get onto the company network from home this morning. Appreciate any help.",Security
"the shared mailbox. Hi, Please add three new people to the 'all-sales' distribution list. Also, the shared mailbox shows the wrong free/busy status. When can this be fixed?",Email & Collaboration
"my account. Hi, New employee starts Monday and needs accounts and group access set up. Let me know what's needed.",Identity & Access
"Problem. Hi, Keeps asking me to sign in again and again and never lets me through. Appreciate any help.",Identity & Access
"Problem. Hi, Response times are awful today and it keeps stalling. Thanks in advance.",Database
"Hey, Remote access isn't working, I can't reach anything internal. Let me know what's needed.",Endpoint Management
"Issue. Good morning, Remote access isn't working, I can't reach anything internal. Appreciate any help.",Network
